epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,12580.7,0.48325,0.45627,0.95051,0.8819,0.82849,0.91026,0.83997,0.37621,0.49327,1.03323,0.000148596,0.000148596,0.000148596
177,12658.3,0.48016,0.44658,0.95428,0.8653,0.86244,0.90903,0.84068,0.3772,0.4843,1.03055,0.000143097,0.000143097,0.000143097
178,12736.6,0.48074,0.45408,0.95189,0.88677,0.86424,0.91311,0.8384,0.38106,0.47285,1.03635,0.000137597,0.000137597,0.000137597
179,12812.4,0.48037,0.45728,0.94947,0.88233,0.85798,0.90873,0.83556,0.37268,0.49637,1.03048,0.000132098,0.000132098,0.000132098
180,12888.6,0.47435,0.44809,0.93958,0.87223,0.84788,0.9004,0.8279,0.379,0.49781,1.03697,0.000126598,0.000126598,0.000126598
181,12959.9,0.47846,0.44721,0.95488,0.87005,0.86603,0.90609,0.83465,0.37683,0.47919,1.03351,0.000121099,0.000121099,0.000121099
182,13029.8,0.47294,0.43587,0.94735,0.86279,0.84596,0.90337,0.82909,0.3719,0.50858,1.02773,0.0001156,0.0001156,0.0001156
183,13102.3,0.48025,0.45313,0.95275,0.87364,0.84637,0.90418,0.83062,0.37551,0.4936,1.03009,0.0001101,0.0001101,0.0001101
184,13176,0.48193,0.45561,0.9511,0.86454,0.83778,0.90318,0.8305,0.37011,0.50489,1.02876,0.000104601,0.000104601,0.000104601
185,13245.2,0.485,0.44724,0.95557,0.87404,0.84383,0.90774,0.8356,0.36789,0.48693,1.02409,9.91012e-05,9.91012e-05,9.91012e-05
186,13315.9,0.46648,0.44278,0.94,0.84789,0.86611,0.90401,0.82927,0.37272,0.50103,1.03054,9.36017e-05,9.36017e-05,9.36017e-05
187,13389.1,0.47476,0.44805,0.9481,0.85217,0.8409,0.89846,0.82649,0.37223,0.51473,1.03011,8.81023e-05,8.81023e-05,8.81023e-05
188,13464.4,0.46167,0.4325,0.94895,0.85681,0.86619,0.91469,0.84459,0.37095,0.49059,1.03415,8.26028e-05,8.26028e-05,8.26028e-05
189,13540.1,0.46379,0.43115,0.95245,0.85919,0.86354,0.91721,0.84234,0.37053,0.46941,1.03569,7.71034e-05,7.71034e-05,7.71034e-05
190,13615,0.45794,0.43178,0.94599,0.89025,0.82809,0.91291,0.84086,0.37069,0.48168,1.03411,7.1604e-05,7.1604e-05,7.1604e-05
191,13689.4,0.34574,0.31913,0.90433,0.86971,0.82265,0.89079,0.81697,0.36783,0.55489,1.02496,6.61045e-05,6.61045e-05,6.61045e-05
192,13765.2,0.34395,0.2829,0.90322,0.871,0.84303,0.90585,0.83404,0.36102,0.52404,1.0212,6.06051e-05,6.06051e-05,6.06051e-05
193,13837.9,0.3353,0.28644,0.89822,0.867,0.84822,0.90908,0.83571,0.36012,0.51762,1.02199,5.51056e-05,5.51056e-05,5.51056e-05
194,13906.1,0.33388,0.27411,0.9016,0.85095,0.86099,0.90548,0.83375,0.36089,0.52227,1.02165,4.96062e-05,4.96062e-05,4.96062e-05
195,13979.9,0.33276,0.28055,0.89966,0.85743,0.85,0.8971,0.82481,0.36154,0.52617,1.02258,4.41067e-05,4.41067e-05,4.41067e-05
196,14058.7,0.32512,0.26336,0.89813,0.85931,0.86189,0.89813,0.82716,0.3622,0.52063,1.02204,3.86073e-05,3.86073e-05,3.86073e-05
197,14134.9,0.33018,0.27202,0.89095,0.84967,0.8584,0.89719,0.82701,0.36243,0.51084,1.02199,3.31078e-05,3.31078e-05,3.31078e-05
198,14211.4,0.3207,0.26307,0.89868,0.83786,0.87066,0.8994,0.82987,0.36384,0.50899,1.02479,2.76084e-05,2.76084e-05,2.76084e-05
199,14286.4,0.3177,0.25387,0.8955,0.85488,0.84604,0.90095,0.82952,0.36319,0.50605,1.02526,2.21089e-05,2.21089e-05,2.21089e-05
200,14361.3,0.32661,0.26361,0.89031,0.83772,0.86546,0.90669,0.8361,0.36677,0.50174,1.02783,1.66095e-05,1.66095e-05,1.66095e-05
